"","Kinetics_key","Study key","Genus","Sub-genus","Virus","Strain","Temperature range (°C)","Temperature","Relative humidity range (RH, in %)","Relative humidity","pH","Studied matrix - fully names","Standardised matrices","Medium","Inoculum","Quantification method","Replicate","Re-transcribed tables or digitalised figures","Table or Figure of the study","References","DOI","log10D_AEM","nb_points","Dvalues","Dvalues_stderr","Dvalues_CV","log10D","s1","s2","s3","S"
"255","K255","QuistRybachuk2015","Alphacoronavirus","Pedacovirus","PEDV","CV777 ","48",48,"100","100","10.199999999999999","MEM at pH 10.2","Liquid culture medium","Liquid medium","6.5 log10 TCID50 PEDV/ml)","Vero cells (TCID-50) ","Multiple","Fig_QuistRybachuk2015_1e.jpg","Figure 1e","Quist-Rybachuk, G. V., Nauwynck, H. J. & Kalmar, I. D. Sensitivity of porcine epidemic diarrhea virus (PEDV) to pH and heat treatment in the presence or absence of porcine plasma. Veterinary microbiology181, 283-288, doi:10.1016/j.vetmic.2015.10.010 (2015)","10.1016/j.vetmic.2015.10.010","NA",5,0.0348090126598612,0.00529526593075708,0.152123416498484,-1.45830829508558,2,3,1,7
"256","K256","Ahmed2020","Betacoronavirus","Sarbecovirus","SARS-CoV-2","NA","37",37,"100","100","NA","dechlorinated tap water in the dark, kinetics for day 0 and days 3, 7, 12, 18, 25, and 33. 25.0 ± 0.2 °C","Environmental samples","Liquid medium","5 μL of gamma-irradiated SARSCoV-2 (7.03 ± 0.19 log10 gene copis (GC)) and 5 μL of MHV suspension (6.83 ± 0.10 log10 GC)","Cellular infectivity in Vero cells (TCID-50) ","Multiple","Fig_Ahmed2020_1_Tapwater.png","Figure 1 (Tap water)","Ahmed, W. et al. Decay of SARS-CoV-2 and surrogate murine hepatitis virus RNA in untreated wastewater to inform application in wastewater-based epidemiology. Environ Res191, 110092, doi:10.1016/j.envres.2020.110092 (2020)","10.1016/j.envres.2020.110092","NA",7,268.524153819258,30.8473928249585,0.1148775347998,2.42898335669711,3,3,1,10
"257","K261","Ahmed2020","Betacoronavirus","Sarbecovirus","SARS-CoV-2","NA","4",4,"100","100","NA","Autoclaved wastewater","Environmental samples","Liquid medium","5 μL of gamma-irradiated SARSCoV-2 (7.03 ± 0.19 log10 gene copis (GC)) and 5 μL of MHV suspension (6.83 ± 0.10 log10 GC)","Cellular infectivity in Vero cells (TCID-50) ","Multiple","Fig_Ahmed2020_1_AutoclavedWastewater.png","Figure 1","Ahmed, W. et al. Decay of SARS-CoV-2 and surrogate murine hepatitis virus RNA in untreated wastewater to inform application in wastewater-based epidemiology. Environ Res191, 110092, doi:10.1016/j.envres.2020.110092 (2020)","10.1016/j.envres.2020.110092","NA",7,987.760877203315,100.784398905316,0.102033195717035,2.99465182082209,3,3,1,10
"258","K262","Ahmed2020","Betacoronavirus","Sarbecovirus","SARS-CoV-2","NA","15",15,"100","100","NA","Autoclaved wastewater","Environmental samples","Liquid medium","5 μL of gamma-irradiated SARSCoV-2 (7.03 ± 0.19 log10 gene copis (GC)) and 5 μL of MHV suspension (6.83 ± 0.10 log10 GC)","Cellular infectivity in Vero cells (TCID-50) ","Multiple","Fig_Ahmed2020_1_AutoclavedWastewater.png","Figure 2","Ahmed, W. et al. Decay of SARS-CoV-2 and surrogate murine hepatitis virus RNA in untreated wastewater to inform application in wastewater-based epidemiology. Environ Res191, 110092, doi:10.1016/j.envres.2020.110092 (2020)","10.1016/j.envres.2020.110092","NA",7,799.847276768344,122.079735822897,0.152628807234477,2.90300707050619,3,3,1,10
"259","K263","Ahmed2020","Betacoronavirus","Sarbecovirus","SARS-CoV-2","NA","25",25,"100","100","NA","Autoclaved wastewater","Environmental samples","Liquid medium","5 μL of gamma-irradiated SARSCoV-2 (7.03 ± 0.19 log10 gene copis (GC)) and 5 μL of MHV suspension (6.83 ± 0.10 log10 GC)","Cellular infectivity in Vero cells (TCID-50) ","Multiple","Fig_Ahmed2020_1_AutoclavedWastewater.png","Figure 3","Ahmed, W. et al. Decay of SARS-CoV-2 and surrogate murine hepatitis virus RNA in untreated wastewater to inform application in wastewater-based epidemiology. Environ Res191, 110092, doi:10.1016/j.envres.2020.110092 (2020)","10.1016/j.envres.2020.110092","NA",7,366.899001640635,29.8195124996319,0.0812744443737655,2.5645465300101,3,3,4,13
"260","K264","Ahmed2020","Betacoronavirus","Sarbecovirus","SARS-CoV-2","NA","37",37,"100","100","NA","Autoclaved wastewater","Environmental samples","Liquid medium","5 μL of gamma-irradiated SARSCoV-2 (7.03 ± 0.19 log10 gene copis (GC)) and 5 μL of MHV suspension (6.83 ± 0.10 log10 GC)","Cellular infectivity in Vero cells (TCID-50) ","Multiple","Fig_Ahmed2020_1_AutoclavedWastewater.png","Figure 4","Ahmed, W. et al. Decay of SARS-CoV-2 and surrogate murine hepatitis virus RNA in untreated wastewater to inform application in wastewater-based epidemiology. Environ Res191, 110092, doi:10.1016/j.envres.2020.110092 (2020)","10.1016/j.envres.2020.110092","NA",5,152.269366067674,14.1630044657129,0.0930128287223468,2.18261253967249,2,3,4,10
"261","K265","ChanKH2020","Betacoronavirus","Sarbecovirus","SARS-CoV-2","HKU-001a","4",4,"63","63","NA","Drying on a glass slide within a shell vial","Glass","Non-porous surface","Ten microlitres of virus (SARS-CoV-2, 10^6.5 TCID50/ml)","Median tissue culture infectious dose (TCID50) assay (Vero E6 cells)","Multiple","Fig_ChanKH2020_1a.png","Figure 1a","Chan, K. H. et al. Factors affecting stability and infectivity of SARS-CoV-2. Journal of Hospital Infection106, 226-231, doi:10.1016/j.jhin.2020.07.009 (2020)","10.1016/j.jhin.2020.07.009","NA",6,143.840113747715,23.3571582613488,0.162382784974124,2.1578800178262,3,3,1,10
"262","K266","ChanKH2020","Betacoronavirus","Sarbecovirus","SARS-CoV-2","HKU-001a","20-25",22.5,"63","63","NA","Drying on a glass slide within a shell vial","Glass","Non-porous surface","Ten microlitres of virus (SARS-CoV-2, 10^6.5 TCID50/ml)","Median tissue culture infectious dose (TCID50) assay (Vero E6 cells)","Multiple","Fig_ChanKH2020_1a.png","Figure 1a","Chan, K. H. et al. Factors affecting stability and infectivity of SARS-CoV-2. Journal of Hospital Infection106, 226-231, doi:10.1016/j.jhin.2020.07.009 (2020)","10.1016/j.jhin.2020.07.009","NA",4,23.6557266951106,1.82865368070564,0.0773027903253383,1.37393629395419,2,3,4,10
"263","K267","ChanKH2020","Betacoronavirus","Sarbecovirus","SARS-CoV-2","HKU-001a","30",30,"63","63","NA","Drying on a glass slide within a shell vial","Glass","Non-porous surface","Ten microlitres of virus (SARS-CoV-2, 10^6.5 TCID50/ml)","Median tissue culture infectious dose (TCID50) assay (Vero E6 cells)","Multiple","Fig_ChanKH2020_1a.png","Figure 1a","Chan, K. H. et al. Factors affecting stability and infectivity of SARS-CoV-2. Journal of Hospital Infection106, 226-231, doi:10.1016/j.jhin.2020.07.009 (2020)","10.1016/j.jhin.2020.07.009","NA",3,16.0245239305945,7.36395982645087,0.459543126419587,1.20478513601382,1,3,1,4
"264","K268","ChanKH2020","Betacoronavirus","Sarbecovirus","SARS-CoV-2","HKU-001a","37",37,"63","63","NA","Drying on a glass slide within a shell vial","Glass","Non-porous surface","Ten microlitres of virus (SARS-CoV-2, 10^6.5 TCID50/ml)","Median tissue culture infectious dose (TCID50) assay (Vero E6 cells)","Multiple","Fig_ChanKH2020_1a.png","Figure 1a","Chan, K. H. et al. Factors affecting stability and infectivity of SARS-CoV-2. Journal of Hospital Infection106, 226-231, doi:10.1016/j.jhin.2020.07.009 (2020)","10.1016/j.jhin.2020.07.009","NA",3,12.4723671743256,6.41102979183477,0.514018686447261,1.09594888757497,1,3,1,4
"265","K269","ChanKH2020","Betacoronavirus","Sarbecovirus","SARS-CoV-2","HKU-001a","4",4,"100","100","NA","100 ml of fresh MEM with 1% FBS","Liquid culture medium","Liquid medium","Ten microlitres of virus (SARS-CoV-2, 10^6.5 TCID50/ml)","Median tissue culture infectious dose (TCID50) assay (Vero E6 cells)","Multiple","Fig_ChanKH2020_1b.png","Figure 1b","Chan, K. H. et al. Factors affecting stability and infectivity of SARS-CoV-2. Journal of Hospital Infection106, 226-231, doi:10.1016/j.jhin.2020.07.009 (2020)","10.1016/j.jhin.2020.07.009","NA",6,164.685495072381,23.6343278049106,0.14351189699204,2.21665534970144,3,3,1,10
"266","K270","ChanKH2020","Betacoronavirus","Sarbecovirus","SARS-CoV-2","HKU-001a","20-25",22.5,"100","100","NA","100 ml of fresh MEM with 1% FBS","Liquid culture medium","Liquid medium","Ten microlitres of virus (SARS-CoV-2, 10^6.5 TCID50/ml)","Median tissue culture infectious dose (TCID50) assay (Vero E6 cells)","Multiple","Fig_ChanKH2020_1b.png","Figure 1b","Chan, K. H. et al. Factors affecting stability and infectivity of SARS-CoV-2. Journal of Hospital Infection106, 226-231, doi:10.1016/j.jhin.2020.07.009 (2020)","10.1016/j.jhin.2020.07.009","NA",6,69.1204403686567,3.91511658130791,0.056641950780789,1.83960649638444,3,3,4,13
"267","K271","ChanKH2020","Betacoronavirus","Sarbecovirus","SARS-CoV-2","HKU-001a","30",30,"100","100","NA","100 ml of fresh MEM with 1% FBS","Liquid culture medium","Liquid medium","Ten microlitres of virus (SARS-CoV-2, 10^6.5 TCID50/ml)","Median tissue culture infectious dose (TCID50) assay (Vero E6 cells)","Multiple","Fig_ChanKH2020_1b.png","Figure 1b","Chan, K. H. et al. Factors affecting stability and infectivity of SARS-CoV-2. Journal of Hospital Infection106, 226-231, doi:10.1016/j.jhin.2020.07.009 (2020)","10.1016/j.jhin.2020.07.009","NA",3,14.6218232324593,0.563919581955366,0.0385669812163718,1.16500152928581,1,3,4,7
"268","K272","ChanKH2020","Betacoronavirus","Sarbecovirus","SARS-CoV-2","HKU-001a","37",37,"100","100","NA","100 ml of fresh MEM with 1% FBS","Liquid culture medium","Liquid medium","Ten microlitres of virus (SARS-CoV-2, 10^6.5 TCID50/ml)","Median tissue culture infectious dose (TCID50) assay (Vero E6 cells)","Multiple","Fig_ChanKH2020_1b.png","Figure 1b","Chan, K. H. et al. Factors affecting stability and infectivity of SARS-CoV-2. Journal of Hospital Infection106, 226-231, doi:10.1016/j.jhin.2020.07.009 (2020)","10.1016/j.jhin.2020.07.009","NA",3,16.0647752490042,7.3759350813426,0.45913714739332,1.20587465402074,1,3,1,4
"269","K273","ChanKH2020","Betacoronavirus","Sarbecovirus","SARS-CoV-1","HKU39849","4",4,"63","63","NA","Drying on a glass slide within a shell vial","Glass","Non-porous surface","10microlitres (SARSCoV, 10^7 TCID50/ml)","Median tissue culture infectious dose (TCID50) assay (Vero E6 cells)","Multiple","Fig_ChanKH2020_1c.png","Figure 1c","Chan, K. H. et al. Factors affecting stability and infectivity of SARS-CoV-2. Journal of Hospital Infection106, 226-231, doi:10.1016/j.jhin.2020.07.009 (2020)","10.1016/j.jhin.2020.07.009","NA",6,152.765532242443,29.7129678440608,0.194500470151248,2.18402537750215,3,3,1,10
"270","K274","ChanKH2020","Betacoronavirus","Sarbecovirus","SARS-CoV-1","HKU39849","20-25",22.5,"63","63","NA","Drying on a glass slide within a shell vial","Glass","Non-porous surface","10microlitres (SARSCoV, 10^7 TCID50/ml)","Median tissue culture infectious dose (TCID50) assay (Vero E6 cells)","Multiple","Fig_ChanKH2020_1c.png","Figure 1c","Chan, K. H. et al. Factors affecting stability and infectivity of SARS-CoV-2. Journal of Hospital Infection106, 226-231, doi:10.1016/j.jhin.2020.07.009 (2020)","10.1016/j.jhin.2020.07.009","NA",6,60.8792854127737,14.1743654273012,0.232827394920886,1.78446954614243,3,3,1,10
"271","K275","ChanKH2020","Betacoronavirus","Sarbecovirus","SARS-CoV-1","HKU39849","30",30,"63","63","NA","Drying on a glass slide within a shell vial","Glass","Non-porous surface","10microlitres (SARSCoV, 10^7 TCID50/ml)","Median tissue culture infectious dose (TCID50) assay (Vero E6 cells)","Multiple","Fig_ChanKH2020_1c.png","Figure 1c","Chan, K. H. et al. Factors affecting stability and infectivity of SARS-CoV-2. Journal of Hospital Infection106, 226-231, doi:10.1016/j.jhin.2020.07.009 (2020)","10.1016/j.jhin.2020.07.009","NA",3,12.345202624485,0.855163422723784,0.0692709102261055,1.09149822249586,1,3,4,7
"272","K276","ChanKH2020","Betacoronavirus","Sarbecovirus","SARS-CoV-1","HKU39849","37",37,"63","63","NA","Drying on a glass slide within a shell vial","Glass","Non-porous surface","10microlitres (SARSCoV, 10^7 TCID50/ml)","Median tissue culture infectious dose (TCID50) assay (Vero E6 cells)","Multiple","Fig_ChanKH2020_1c.png","Figure 1c","Chan, K. H. et al. Factors affecting stability and infectivity of SARS-CoV-2. Journal of Hospital Infection106, 226-231, doi:10.1016/j.jhin.2020.07.009 (2020)","10.1016/j.jhin.2020.07.009","NA",3,12.9574484359404,5.24971752462954,0.405150562673148,1.11251948924368,1,3,1,4
"273","K277","ChanKH2020","Betacoronavirus","Sarbecovirus","SARS-CoV-1","HKU39849","4",4,"100","100","NA","100 ml of fresh MEM with 1% FBS","Liquid culture medium","Liquid medium","10microlitres (SARSCoV, 10^7 TCID50/ml)","Median tissue culture infectious dose (TCID50) assay (Vero E6 cells)","Multiple","Fig_ChanKH2020_1d.png","Figure 1d","Chan, K. H. et al. Factors affecting stability and infectivity of SARS-CoV-2. Journal of Hospital Infection106, 226-231, doi:10.1016/j.jhin.2020.07.009 (2020)","10.1016/j.jhin.2020.07.009","NA",6,674.008473724868,365.382855487907,0.542104246061833,2.82866535657808,3,3,1,10
"274","K278","ChanKH2020","Betacoronavirus","Sarbecovirus","SARS-CoV-1","HKU39849","20-25",22.5,"100","100","NA","100 ml of fresh MEM with 1% FBS","Liquid culture medium","Liquid medium","10microlitres (SARSCoV, 10^7 TCID50/ml)","Median tissue culture infectious dose (TCID50) assay (Vero E6 cells)","Multiple","Fig_ChanKH2020_1d.png","Figure 1d","Chan, K. H. et al. Factors affecting stability and infectivity of SARS-CoV-2. Journal of Hospital Infection106, 226-231, doi:10.1016/j.jhin.2020.07.009 (2020)","10.1016/j.jhin.2020.07.009","NA",6,57.6421197617444,5.96037525687613,0.10340312399184,1.76073994341019,3,3,1,10
"275","K279","ChanKH2020","Betacoronavirus","Sarbecovirus","SARS-CoV-1","HKU39849","30",30,"100","100","NA","100 ml of fresh MEM with 1% FBS","Liquid culture medium","Liquid medium","10microlitres (SARSCoV, 10^7 TCID50/ml)","Median tissue culture infectious dose (TCID50) assay (Vero E6 cells)","Multiple","Fig_ChanKH2020_1d.png","Figure 1d","Chan, K. H. et al. Factors affecting stability and infectivity of SARS-CoV-2. Journal of Hospital Infection106, 226-231, doi:10.1016/j.jhin.2020.07.009 (2020)","10.1016/j.jhin.2020.07.009","NA",4,19.1074925144954,2.28686826176731,0.119684373029713,1.2812036981189,2,3,1,7
"276","K280","ChanKH2020","Betacoronavirus","Sarbecovirus","SARS-CoV-1","HKU39849","37",37,"100","100","NA","100 ml of fresh MEM with 1% FBS","Liquid culture medium","Liquid medium","10microlitres (SARSCoV, 10^7 TCID50/ml)","Median tissue culture infectious dose (TCID50) assay (Vero E6 cells)","Multiple","Fig_ChanKH2020_1d.png","Figure 1d","Chan, K. H. et al. Factors affecting stability and infectivity of SARS-CoV-2. Journal of Hospital Infection106, 226-231, doi:10.1016/j.jhin.2020.07.009 (2020)","10.1016/j.jhin.2020.07.009","NA",3,13.0617533156342,4.10464235263874,0.314248956740418,1.11600147741352,1,3,1,4
"277","K281","Sizun2020","Alphacoronavirus","Duvinacovirus ","HCoV","229E ","37",37,"100","100","NA","Dulbecco's phosphate buffered saline (PBS)","Liquid culture medium","Liquid medium","100μL samples (HCoV-229E with a titre of 5.5e5
tissue culture infective dose 50%/w (TCID50/ml)","Immunoperoxidase for quantitation of infectious virus titres (susceptible cells: L132 for HCoV-229E)","Multiple","Fig_Sizun2000_1a.png","Figure 1a","Sizun, J., Yu, M. W. N. & Talbot, P. J. Survival of human coronaviruses 229E and OC43 in suspension and after drying on surfaces: a possible source of hospital-acquired infections. Journal of Hospital Infection46, 55-60, doi:10.1053. jhin.2000.0795 (2020)","10.1053. jhin.2000.0795","NA",5,309.253214718618,67.9489174340243,0.219719356824954,2.49031422285993,2,3,1,7
"278","K282","Sizun2020","Alphacoronavirus","Duvinacovirus ","HCoV","229E ","37",37,"100","100","NA","Earle’s minimal essential medium","Liquid culture medium","Liquid medium","100μL samples (HCoV-229E with a titre of 5.5e5
tissue culture infective dose 50%/w (TCID50/ml)","Immunoperoxidase for quantitation of infectious virus titres (susceptible cells: L132 for HCoV-229E)","Multiple","Fig_Sizun2000_1a.png","Figure 1a","Sizun, J., Yu, M. W. N. & Talbot, P. J. Survival of human coronaviruses 229E and OC43 in suspension and after drying on surfaces: a possible source of hospital-acquired infections. Journal of Hospital Infection46, 55-60, doi:10.1053. jhin.2000.0795 (2020)","10.1053. jhin.2000.0795","NA",4,48.6976501195501,22.2371372032955,0.45663676067951,1.68750800505991,2,3,1,7
"279","K283","Sizun2020","Alphacoronavirus","Duvinacovirus ","HCoV","229E ","37",37,"100","100","NA","Earle’s minimal essential medium to which suspended celles were added","Liquid culture medium","Liquid medium","100μL samples (HCoV-229E with a titre of 5.5e5
tissue culture infective dose 50%/w (TCID50/ml)","Immunoperoxidase for quantitation of infectious virus titres (susceptible cells: L132 for HCoV-229E)","Multiple","Fig_Sizun2000_1a.png","Figure 1a","Sizun, J., Yu, M. W. N. & Talbot, P. J. Survival of human coronaviruses 229E and OC43 in suspension and after drying on surfaces: a possible source of hospital-acquired infections. Journal of Hospital Infection46, 55-60, doi:10.1053. jhin.2000.0795 (2020)","10.1053. jhin.2000.0795","NA",5,153.461210962455,41.7480338198395,0.272042906204183,2.1859986208961,2,3,1,7
"280","K284","Sizun2020","Betacoronavirus","Embecovirus","HCoV","OC43 ","37",37,"100","100","NA","Dulbecco's phosphate buffered saline (PBS)","Liquid culture medium","Liquid medium","100μL samples (HCoV-OC43 with a titre of 5.15e5
tissue culture infective dose 50%/w (TCID50/ml)","Immunoperoxidase for quantitation of infectious virus titres (susceptible cells: HRT-18 for HCoV-OC43)","Multiple","Fig_Sizun2000_1b.png","Figure 1b","Sizun, J., Yu, M. W. N. & Talbot, P. J. Survival of human coronaviruses 229E and OC43 in suspension and after drying on surfaces: a possible source of hospital-acquired infections. Journal of Hospital Infection46, 55-60, doi:10.1053. jhin.2000.0795 (2020)","10.1053. jhin.2000.0795","NA",5,453.494196860392,141.590390495977,0.312220953379842,2.65657173398126,2,3,1,7
"281","K285","Sizun2020","Betacoronavirus","Embecovirus","HCoV","OC43 ","37",37,"100","100","NA","Earle’s minimal essential medium","Liquid culture medium","Liquid medium","100μL samples (HCoV-OC43 with a titre of 5.15e5
tissue culture infective dose 50%/w (TCID50/ml)","Immunoperoxidase for quantitation of infectious virus titres (susceptible cells: HRT-18 for HCoV-OC43)","Multiple","Fig_Sizun2000_1b.png","Figure 1b","Sizun, J., Yu, M. W. N. & Talbot, P. J. Survival of human coronaviruses 229E and OC43 in suspension and after drying on surfaces: a possible source of hospital-acquired infections. Journal of Hospital Infection46, 55-60, doi:10.1053. jhin.2000.0795 (2020)","10.1053. jhin.2000.0795","NA",4,50.2455123331505,20.1655945920042,0.401341207515153,1.70109727890879,2,3,1,7
"282","K286","Sizun2020","Betacoronavirus","Embecovirus","HCoV","OC43 ","37",37,"100","100","NA","Earle’s minimal essential medium to which suspended celles were added","Liquid culture medium","Liquid medium","100μL samples (HCoV-OC43 with a titre of 5.15e5
tissue culture infective dose 50%/w (TCID50/ml)","Immunoperoxidase for quantitation of infectious virus titres (susceptible cells: HRT-18 for HCoV-OC43)","Multiple","Fig_Sizun2000_1b.png","Figure 1b","Sizun, J., Yu, M. W. N. & Talbot, P. J. Survival of human coronaviruses 229E and OC43 in suspension and after drying on surfaces: a possible source of hospital-acquired infections. Journal of Hospital Infection46, 55-60, doi:10.1053. jhin.2000.0795 (2020)","10.1053. jhin.2000.0795","NA",5,122.0729074002,29.9285490234681,0.24516946192943,2.08661928825139,2,3,1,7
"283","K287","Szpiro2020","Betacoronavirus","Sarbecovirus","SARS-CoV-2","BetaCoV/France/IDF0571/2020","7",7,"65","65","NA","Viral suspension diluted in culture media before deposit onto stainless steel disc","Stainless steel","Non-porous surface","50μL of purified virus or virus mix was put in the center of a stainless-steel disk","Cell infectivity: HCoV-229E, SARS-CoV-2 and FCoV on MRC5 cells, on Vero E6 cells and on CRFK cells","Multiple","Fig_Szpiro_1A.png","Figure 1A","Szpiro, L. et al. Role of interfering substances in the survival of coronaviruses on surfaces and their impact on the efficiency of hand and surface disinfection. doi:10.1101/2020.08.22.20180042 (2020)","10.1101/2020.08.22.20180042","NA",6,21.2974260816798,2.07777283761758,0.0975598097933952,1.32832711958572,3,3,4,13
"284","K288","Szpiro2020","Betacoronavirus","Sarbecovirus","SARS-CoV-2","BetaCoV/France/IDF0571/2020","7",7,"65","65","NA","Viral suspension diluted in artificial mucus/saliva mixture before deposit onto stainless steel disc","Stainless steel","Non-porous surface","50μL of purified virus or virus mix was put in the center of a stainless-steel disk","Cell infectivity: HCoV-229E, SARS-CoV-2 and FCoV on MRC5 cells, on Vero E6 cells and on CRFK cells","Multiple","Fig_Szpiro_1A.png","Figure 1A","Szpiro, L. et al. Role of interfering substances in the survival of coronaviruses on surfaces and their impact on the efficiency of hand and surface disinfection. doi:10.1101/2020.08.22.20180042 (2020)","10.1101/2020.08.22.20180042","NA",5,14.8153772834967,2.16671420805968,0.146247656512484,1.1707127155565,2,3,1,7
"285","K289","Szpiro2020","Betacoronavirus","Sarbecovirus","SARS-CoV-2","BetaCoV/France/IDF0571/2020","25",25,"65","65","NA","Viral suspension diluted in culture media before deposit onto stainless steel disc","Stainless steel","Non-porous surface","50μL of purified virus or virus mix was put in the center of a stainless-steel disk","Cell infectivity: HCoV-229E, SARS-CoV-2 and FCoV on MRC5 cells, on Vero E6 cells and on CRFK cells","Multiple","Fig_Szpiro_1A.png","Figure 1A","Szpiro, L. et al. Role of interfering substances in the survival of coronaviruses on surfaces and their impact on the efficiency of hand and surface disinfection. doi:10.1101/2020.08.22.20180042 (2020)","10.1101/2020.08.22.20180042","NA",5,15.2857176206799,2.07255891095369,0.135587936555216,1.18428583242328,2,3,1,7
"286","K290","Szpiro2020","Betacoronavirus","Sarbecovirus","SARS-CoV-2","BetaCoV/France/IDF0571/2020","25",25,"65","65","NA","Viral suspension diluted in artificial mucus/saliva mixture before deposit onto stainless steel disc","Stainless steel","Non-porous surface","50μL of purified virus or virus mix was put in the center of a stainless-steel disk","Cell infectivity: HCoV-229E, SARS-CoV-2 and FCoV on MRC5 cells, on Vero E6 cells and on CRFK cells","Multiple","Fig_Szpiro_1A.png","Figure 1A","Szpiro, L. et al. Role of interfering substances in the survival of coronaviruses on surfaces and their impact on the efficiency of hand and surface disinfection. doi:10.1101/2020.08.22.20180042 (2020)","10.1101/2020.08.22.20180042","NA",4,10.6689459269827,3.22568986743866,0.302343820046985,1.02812151401603,2,3,1,7
"287","K291","Szpiro2020","Alphacoronavirus","Duvinacovirus ","HCoV","229E","7",7,"65","65","NA","Viral suspension diluted in culture media before deposit onto stainless steel disc","Stainless steel","Non-porous surface","50μL of purified virus or virus mix was put in the center of a stainless-steel disk","Cell infectivity: HCoV-229E, SARS-CoV-2 and FCoV on MRC5 cells, on Vero E6 cells and on CRFK cells","Multiple","Fig_Szpiro_1B.png","Figure 1B","Szpiro, L. et al. Role of interfering substances in the survival of coronaviruses on surfaces and their impact on the efficiency of hand and surface disinfection. doi:10.1101/2020.08.22.20180042 (2020)","10.1101/2020.08.22.20180042","NA",6,53.6903236760997,13.0468898174651,0.243002629229314,1.72989602214764,3,3,1,10
"288","K292","Szpiro2020","Alphacoronavirus","Duvinacovirus ","HCoV","229E","7",7,"65","65","NA","Viral suspension diluted in artificial mucus/saliva mixture before deposit onto stainless steel disc","Stainless steel","Non-porous surface","50μL of purified virus or virus mix was put in the center of a stainless-steel disk","Cell infectivity: HCoV-229E, SARS-CoV-2 and FCoV on MRC5 cells, on Vero E6 cells and on CRFK cells","Multiple","Fig_Szpiro_1B.png","Figure 1B","Szpiro, L. et al. Role of interfering substances in the survival of coronaviruses on surfaces and their impact on the efficiency of hand and surface disinfection. doi:10.1101/2020.08.22.20180042 (2020)","10.1101/2020.08.22.20180042","NA",6,47.2864859029421,7.49300415100505,0.158459737659187,1.67473704060312,3,3,1,10
"289","K293","Szpiro2020","Alphacoronavirus","Duvinacovirus ","HCoV","229E","25",25,"65","65","NA","Viral suspension diluted in culture media before deposit onto stainless steel disc","Stainless steel","Non-porous surface","50μL of purified virus or virus mix was put in the center of a stainless-steel disk","Cell infectivity: HCoV-229E, SARS-CoV-2 and FCoV on MRC5 cells, on Vero E6 cells and on CRFK cells","Multiple","Fig_Szpiro_1B.png","Figure 1B","Szpiro, L. et al. Role of interfering substances in the survival of coronaviruses on surfaces and their impact on the efficiency of hand and surface disinfection. doi:10.1101/2020.08.22.20180042 (2020)","10.1101/2020.08.22.20180042","NA",6,26.6355562271918,3.02659757077476,0.113629974345531,1.4254617705362,3,3,1,10
"290","K294","Szpiro2020","Alphacoronavirus","Duvinacovirus ","HCoV","229E","25",25,"65","65","NA","Viral suspension diluted in artificial mucus/saliva mixture before deposit onto stainless steel disc","Stainless steel","Non-porous surface","50μL of purified virus or virus mix was put in the center of a stainless-steel disk","Cell infectivity: HCoV-229E, SARS-CoV-2 and FCoV on MRC5 cells, on Vero E6 cells and on CRFK cells","Multiple","Fig_Szpiro_1B.png","Figure 1B","Szpiro, L. et al. Role of interfering substances in the survival of coronaviruses on surfaces and their impact on the efficiency of hand and surface disinfection. doi:10.1101/2020.08.22.20180042 (2020)","10.1101/2020.08.22.20180042","NA",4,10.9546717356827,4.53382940607474,0.413871772287496,1.0395993681571,2,3,1,7
"291","K295","Szpiro2020","Alphacoronavirus","Tegacovirus","FCoV","RVB-1259","7",7,"65","65","NA","Viral suspension diluted in culture media before deposit onto stainless steel disc","Stainless steel","Non-porous surface","50μL of purified virus or virus mix was put in the center of a stainless-steel disk","Cell infectivity: HCoV-229E, SARS-CoV-2 and FCoV on MRC5 cells, on Vero E6 cells and on CRFK cells","Multiple","Fig_Szpiro_1C.png","Figure 1C","Szpiro, L. et al. Role of interfering substances in the survival of coronaviruses on surfaces and their impact on the efficiency of hand and surface disinfection. doi:10.1101/2020.08.22.20180042 (2020)","10.1101/2020.08.22.20180042","NA",6,47.9636541828983,3.43357340242191,0.0715869852061056,1.68091226306345,3,3,4,13
"292","K296","Szpiro2020","Alphacoronavirus","Tegacovirus","FCoV","RVB-1260","7",7,"65","65","NA","Viral suspension diluted in artificial mucus/saliva mixture before deposit onto stainless steel disc","Stainless steel","Non-porous surface","50μL of purified virus or virus mix was put in the center of a stainless-steel disk","Cell infectivity: HCoV-229E, SARS-CoV-2 and FCoV on MRC5 cells, on Vero E6 cells and on CRFK cells","Multiple","Fig_Szpiro_1C.png","Figure 1C","Szpiro, L. et al. Role of interfering substances in the survival of coronaviruses on surfaces and their impact on the efficiency of hand and surface disinfection. doi:10.1101/2020.08.22.20180042 (2020)","10.1101/2020.08.22.20180042","NA",6,37.3156896260436,2.74997625783352,0.0736949064962274,1.57189147216619,3,3,4,13
